,train,validation
1,0.9941736459732056,0.971679151058197
2,0.994173526763916,0.971679151058197
3,0.9941755533218384,0.971679151058197
4,0.9941791296005249,0.971679151058197
5,0.9941782355308533,0.971679151058197
6,0.9941544532775879,0.971679151058197
7,0.9941739439964294,0.971679151058197
8,0.9941712021827698,0.971679151058197
9,0.9941827654838562,0.971679151058197
10,0.9941522479057312,0.971679151058197
11,0.9941748380661011,0.971679151058197
12,0.9941766858100891,0.971679151058197
13,0.9941328763961792,0.971679151058197
14,0.9941322803497314,0.971679151058197
15,0.9941743612289429,0.971679151058197
16,0.9941775798797607,0.971679151058197
17,0.9941747188568115,0.971679151058197
18,0.9941604137420654,0.971679151058197
19,0.9941818714141846,0.971679151058197
20,0.9941837787628174,0.971679151058197
21,0.9941746592521667,0.971679151058197
22,0.9941772222518921,0.971679151058197
23,0.9941684603691101,0.971679151058197
24,0.9941172003746033,0.971679151058197
25,0.9941692352294922,0.971679151058197
26,0.9941790103912354,0.971679151058197
27,0.9941844940185547,0.971679151058197
28,0.9941798448562622,0.971679151058197
29,0.994178295135498,0.971679151058197
30,0.9941743612289429,0.971679151058197
31,0.9941721558570862,0.971679151058197
32,0.9941776394844055,0.971679151058197
33,0.9941825270652771,0.971679151058197
34,0.9941775798797607,0.971679151058197
35,0.9941641688346863,0.971679151058197
36,0.9941745400428772,0.971679151058197
37,0.9941776394844055,0.971679151058197
38,0.9941619634628296,0.971679151058197
39,0.9941683411598206,0.971679151058197
40,0.9941712617874146,0.971679151058197
41,0.9941734671592712,0.971679151058197
42,0.994184136390686,0.971679151058197
43,0.9941728115081787,0.971679151058197
44,0.9941731691360474,0.971679151058197
45,0.9941509962081909,0.971679151058197
46,0.9941508769989014,0.971679151058197
47,0.9941731095314026,0.971679151058197
48,0.9941506385803223,0.971679151058197
49,0.9941835403442383,0.971679151058197
50,0.9941653609275818,0.971679151058197
51,0.9941482543945312,0.971679151058197
52,0.9941501021385193,0.971679151058197
53,0.9941777586936951,0.971679151058197
54,0.9941731095314026,0.971679151058197
55,0.9941520094871521,0.971679151058197
56,0.994181215763092,0.971679151058197
57,0.9941832423210144,0.971679151058197
58,0.9941726326942444,0.971679151058197
59,0.9941443204879761,0.971679151058197
60,0.9941704273223877,0.971679151058197
61,0.9941725730895996,0.971679151058197
62,0.9941731691360474,0.971679151058197
63,0.9941736459732056,0.971679151058197
64,0.9941787719726562,0.971679151058197
65,0.9941803812980652,0.971679151058197
66,0.9941769242286682,0.971679151058197
67,0.9941532611846924,0.971679151058197
68,0.9941681623458862,0.971679151058197
69,0.9941681623458862,0.971679151058197
70,0.9941745400428772,0.971679151058197
71,0.9941732883453369,0.971679151058197
72,0.9941698312759399,0.971679151058197
73,0.9941850900650024,0.971679151058197
74,0.9941689968109131,0.971679151058197
75,0.9941834211349487,0.971679151058197
76,0.9941831231117249,0.971679151058197
77,0.9941678047180176,0.971679151058197
78,0.9941837787628174,0.971679151058197
79,0.9941666126251221,0.971679151058197
80,0.9941803812980652,0.971679151058197
81,0.9941637516021729,0.971679151058197
82,0.994175910949707,0.971679151058197
83,0.9941717982292175,0.971679151058197
84,0.9941756725311279,0.971679151058197
85,0.9941605925559998,0.971679151058197
86,0.9941723942756653,0.971679151058197
87,0.9941767454147339,0.971679151058197
88,0.9941789507865906,0.971679151058197
89,0.9941588640213013,0.971679151058197
90,0.9941829442977905,0.971679151058197
91,0.9941766858100891,0.971679151058197
92,0.9941784739494324,0.971679151058197
93,0.9941489696502686,0.971679151058197
94,0.9941811561584473,0.971679151058197
95,0.9941770434379578,0.971679151058197
96,0.9941791296005249,0.971679151058197
97,0.9941704273223877,0.971679151058197
98,0.9941844940185547,0.971679151058197
99,0.9941772818565369,0.971679151058197
100,0.9941806197166443,0.971679151058197
